accession	uid	title	organization	taxonomy	sra	geo	batch	cell line	compound	source_name	time-point
SAMN06611687	6611687	MG-132_0.25_6 [CR08B7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054301	GSM2539932	8	H-STS NET	MG-132	H-STS NET cell line, MG-132, 6h	6h
SAMN06611688	6611688	Manumycin A_4.32_6 [CR08B2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054300	GSM2539931	8	H-STS NET	Manumycin A	H-STS NET cell line, Manumycin A, 6h	6h
SAMN06611689	6611689	YM-155_0.0007_24 [CR03D07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054101	GSM2539735	3	H-STS NET	YM-155	H-STS NET cell line, YM-155, 24h	24h
SAMN06611690	6611690	Sunitinib_0.176_24 [CR03D06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054102	GSM2539734	3	H-STS NET	Sunitinib	H-STS NET cell line, Sunitinib, 24h	24h
SAMN06611691	6611691	Sunitinib_0.176_24 [CR03D05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054100	GSM2539733	3	H-STS NET	Sunitinib	H-STS NET cell line, Sunitinib, 24h	24h
SAMN06611692	6611692	Sunitinib_1.76_24 [CR03D04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054099	GSM2539732	3	H-STS NET	Sunitinib	H-STS NET cell line, Sunitinib, 24h	24h
SAMN06611693	6611693	Sunitinib_1.76_24 [CR03D03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054098	GSM2539731	3	H-STS NET	Sunitinib	H-STS NET cell line, Sunitinib, 24h	24h
SAMN06611694	6611694	SNX-2112_0.006_24 [CR03D02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054097	GSM2539730	3	H-STS NET	SNX-2112	H-STS NET cell line, SNX-2112, 24h	24h
SAMN06611695	6611695	SNX-2112_0.006_24 [CR03D01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054095	GSM2539729	3	H-STS NET	SNX-2112	H-STS NET cell line, SNX-2112, 24h	24h
SAMN06611696	6611696	SNX-2112_0.066_24 [CR03C12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054096	GSM2539728	3	H-STS NET	SNX-2112	H-STS NET cell line, SNX-2112, 24h	24h
SAMN06611697	6611697	SNX-2112_0.066_24 [CR03C11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054094	GSM2539727	3	H-STS NET	SNX-2112	H-STS NET cell line, SNX-2112, 24h	24h
SAMN06611698	6611698	Obatoclax_0.068_24 [CR03C06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054093	GSM2539726	3	H-STS NET	Obatoclax	H-STS NET cell line, Obatoclax, 24h	24h
SAMN06611699	6611699	Obatoclax_0.068_24 [CR03C05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054092	GSM2539725	3	H-STS NET	Obatoclax	H-STS NET cell line, Obatoclax, 24h	24h
SAMN06611700	6611700	Dinaciclib_0.009_24 [CR07D1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054272	GSM2539904	7	H-STS NET	Dinaciclib	H-STS NET cell line, Dinaciclib, 24h	24h
SAMN06611701	6611701	Dasatinib_0.004_24 [CR07C8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054270	GSM2539903	7	H-STS NET	Dasatinib	H-STS NET cell line, Dasatinib, 24h	24h
SAMN06611702	6611702	Dasatinib_0.004_24 [CR07C7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054268	GSM2539902	7	H-STS NET	Dasatinib	H-STS NET cell line, Dasatinib, 24h	24h
SAMN06611703	6611703	Crizotinib_0.48_24 [CR07C2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054267	GSM2539901	7	H-STS NET	Crizotinib	H-STS NET cell line, Crizotinib, 24h	24h
SAMN06611704	6611704	Crizotinib_0.48_24 [CR07C1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054269	GSM2539900	7	H-STS NET	Crizotinib	H-STS NET cell line, Crizotinib, 24h	24h
SAMN06611705	6611705	Ibrutinib_2.4_6 [CR07B12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054266	GSM2539899	7	H-STS NET	Ibrutinib	H-STS NET cell line, Ibrutinib, 6h	6h
SAMN06611706	6611706	Ibrutinib_2.4_6 [CR07B11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054265	GSM2539898	7	H-STS NET	Ibrutinib	H-STS NET cell line, Ibrutinib, 6h	6h
SAMN06611707	6611707	HMN_214_0.1_6 [CR07B6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054264	GSM2539897	7	H-STS NET	HMN_214	H-STS NET cell line, HMN_214, 6h	6h
SAMN06611708	6611708	HMN_214_0.1_6 [CR07B5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054262	GSM2539896	7	H-STS NET	HMN_214	H-STS NET cell line, HMN_214, 6h	6h
SAMN06611709	6611709	GW-405833_5.4_6 [CR07A12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054263	GSM2539895	7	H-STS NET	GW-405833	H-STS NET cell line, GW-405833, 6h	6h
SAMN06611710	6611710	GW-405833_5.4_6 [CR07A11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054260	GSM2539894	7	H-STS NET	GW-405833	H-STS NET cell line, GW-405833, 6h	6h
SAMN06611711	6611711	Gossypol_4.44_6 [CR07A6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054261	GSM2539893	7	H-STS NET	Gossypol	H-STS NET cell line, Gossypol, 6h	6h
SAMN06611712	6611712	Gossypol_4.44_6 [CR07A5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054257	GSM2539892	7	H-STS NET	Gossypol	H-STS NET cell line, Gossypol, 6h	6h
SAMN06611713	6611713	Gemcitabine_0.15_6 [CR07B9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054258	GSM2539891	7	H-STS NET	Gemcitabine	H-STS NET cell line, Gemcitabine, 6h	6h
SAMN06611714	6611714	Gemcitabine_0.15_6 [CR07B10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054259	GSM2539890	7	H-STS NET	Gemcitabine	H-STS NET cell line, Gemcitabine, 6h	6h
SAMN06611715	6611715	Erastin_15_6 [CR07A9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054255	GSM2539889	7	H-STS NET	Erastin	H-STS NET cell line, Erastin, 6h	6h
SAMN06611716	6611716	Erastin_15_6 [CR07A10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054256	GSM2539888	7	H-STS NET	Erastin	H-STS NET cell line, Erastin, 6h	6h
SAMN06611717	6611717	Doxorubicin_0.008_6 [CR07A4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054254	GSM2539887	7	H-STS NET	Doxorubicin	H-STS NET cell line, Doxorubicin, 6h	6h
SAMN06611718	6611718	Doxorubicin_0.008_6 [CR07A3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054253	GSM2539886	7	H-STS NET	Doxorubicin	H-STS NET cell line, Doxorubicin, 6h	6h
SAMN06611719	6611719	Docetaxel_0.002_6 [CR07B8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054250	GSM2539885	7	H-STS NET	Docetaxel	H-STS NET cell line, Docetaxel, 6h	6h
SAMN06611720	6611720	Docetaxel_0.002_6 [CR07B7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054252	GSM2539884	7	H-STS NET	Docetaxel	H-STS NET cell line, Docetaxel, 6h	6h
SAMN06611721	6611721	DMSO__6 [CR07B4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054251	GSM2539883	7	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h
SAMN06611722	6611722	Crizotinib_0.48_6 [CR07A2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054244	GSM2539877	7	H-STS NET	Crizotinib	H-STS NET cell line, Crizotinib, 6h	6h
SAMN06611723	6611723	DMSO__6 [CR07B3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054249	GSM2539882	7	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h
SAMN06611724	6611724	Dinaciclib_0.009_6 [CR07B2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054248	GSM2539881	7	H-STS NET	Dinaciclib	H-STS NET cell line, Dinaciclib, 6h	6h
SAMN06611725	6611725	Dinaciclib_0.009_6 [CR07B1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054246	GSM2539880	7	H-STS NET	Dinaciclib	H-STS NET cell line, Dinaciclib, 6h	6h
SAMN06611726	6611726	Dasatinib_0.004_6 [CR07A8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054247	GSM2539879	7	H-STS NET	Dasatinib	H-STS NET cell line, Dasatinib, 6h	6h
SAMN06611727	6611727	Dasatinib_0.004_6 [CR07A7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054245	GSM2539878	7	H-STS NET	Dasatinib	H-STS NET cell line, Dasatinib, 6h	6h
SAMN06611728	6611728	Crizotinib_0.48_6 [CR07A1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054243	GSM2539876	7	H-STS NET	Crizotinib	H-STS NET cell line, Crizotinib, 6h	6h
SAMN06611729	6611729	DMSO__24 [CR06D4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054241	GSM2539875	6	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611730	6611730	GSK461364_0.05_24 [CR05D7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054180	GSM2539814	5	H-STS NET	GSK461364	H-STS NET cell line, GSK461364, 24h	24h
SAMN06611731	6611731	GSK1210151A_1.32_24 [CR05D2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054181	GSM2539813	5	H-STS NET	GSK1210151A	H-STS NET cell line, GSK1210151A, 24h	24h
SAMN06611732	6611732	GSK1210151A_1.32_24 [CR05D1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054179	GSM2539812	5	H-STS NET	GSK1210151A	H-STS NET cell line, GSK1210151A, 24h	24h
SAMN06611733	6611733	GDC-0941_0.05_24 [CR05C8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054178	GSM2539811	5	H-STS NET	GDC-0941	H-STS NET cell line, GDC-0941, 24h	24h
SAMN06611734	6611734	GDC-0941_0.05_24 [CR05C7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054177	GSM2539810	5	H-STS NET	GDC-0941	H-STS NET cell line, GDC-0941, 24h	24h
SAMN06611735	6611735	Foretinib_0.214_24 [CR05C2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054176	GSM2539809	5	H-STS NET	Foretinib	H-STS NET cell line, Foretinib, 24h	24h
SAMN06611736	6611736	Foretinib_0.214_24 [CR05C1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054175	GSM2539808	5	H-STS NET	Foretinib	H-STS NET cell line, Foretinib, 24h	24h
SAMN06611737	6611737	DMSO__24 [CR05D4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054174	GSM2539807	5	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611738	6611738	DMSO__24 [CR05D3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054173	GSM2539806	5	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611739	6611739	Piperlongumine_1.04_6 [CR05B11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054172	GSM2539805	5	H-STS NET	Piperlongumine	H-STS NET cell line, Piperlongumine, 6h	6h
SAMN06611740	6611740	Panobinostat_0.005_6 [CR05B6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054169	GSM2539804	5	H-STS NET	Panobinostat	H-STS NET cell line, Panobinostat, 6h	6h
SAMN06611741	6611741	Panobinostat_0.005_6 [CR05B5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054171	GSM2539803	5	H-STS NET	Panobinostat	H-STS NET cell line, Panobinostat, 6h	6h
SAMN06611742	6611742	MST-312_1.68_6 [CR05A6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054168	GSM2539802	5	H-STS NET	MST-312	H-STS NET cell line, MST-312, 6h	6h
SAMN06611743	6611743	MST-312_1.68_6 [CR05A5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054170	GSM2539801	5	H-STS NET	MST-312	H-STS NET cell line, MST-312, 6h	6h
SAMN06611744	6611744	KW 2449_5.52_6 [CR05B9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054166	GSM2539800	5	H-STS NET	KW 2449	H-STS NET cell line, KW 2449, 6h	6h
SAMN06611745	6611745	KW 2449_5.52_6 [CR05B10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054167	GSM2539799	5	H-STS NET	KW 2449	H-STS NET cell line, KW 2449, 6h	6h
SAMN06611746	6611746	KHS101_1.2_6 [CR05A9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054165	GSM2539798	5	H-STS NET	KHS101	H-STS NET cell line, KHS101, 6h	6h
SAMN06611747	6611747	KHS101_1.2_6 [CR05A10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054163	GSM2539797	5	H-STS NET	KHS101	H-STS NET cell line, KHS101, 6h	6h
SAMN06611748	6611748	JNJ-26854165_0.6_6 [CR05A4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054162	GSM2539796	5	H-STS NET	JNJ-26854165	H-STS NET cell line, JNJ-26854165, 6h	6h
SAMN06611749	6611749	JNJ-26854165_0.6_6 [CR05A3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054164	GSM2539795	5	H-STS NET	JNJ-26854165	H-STS NET cell line, JNJ-26854165, 6h	6h
SAMN06611750	6611750	GSK461364_0.05_6 [CR05B8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054161	GSM2539794	5	H-STS NET	GSK461364	H-STS NET cell line, GSK461364, 6h	6h
SAMN06611751	6611751	Foretinib_0.214_6 [CR05A1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054154	GSM2539787	5	H-STS NET	Foretinib	H-STS NET cell line, Foretinib, 6h	6h
SAMN06611752	6611752	DMSO__6 [CR05B4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054153	GSM2539786	5	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h
SAMN06611753	6611753	GSK461364_0.05_6 [CR05B7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054160	GSM2539793	5	H-STS NET	GSK461364	H-STS NET cell line, GSK461364, 6h	6h
SAMN06611754	6611754	GSK1210151A_1.32_6 [CR05B2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054159	GSM2539792	5	H-STS NET	GSK1210151A	H-STS NET cell line, GSK1210151A, 6h	6h
SAMN06611755	6611755	GSK1210151A_1.32_6 [CR05B1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054158	GSM2539791	5	H-STS NET	GSK1210151A	H-STS NET cell line, GSK1210151A, 6h	6h
SAMN06611756	6611756	GDC-0941_0.05_6 [CR05A8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054157	GSM2539790	5	H-STS NET	GDC-0941	H-STS NET cell line, GDC-0941, 6h	6h
SAMN06611757	6611757	GDC-0941_0.05_6 [CR05A7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054155	GSM2539789	5	H-STS NET	GDC-0941	H-STS NET cell line, GDC-0941, 6h	6h
SAMN06611758	6611758	Foretinib_0.214_6 [CR05A2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054156	GSM2539788	5	H-STS NET	Foretinib	H-STS NET cell line, Foretinib, 6h	6h
SAMN06611759	6611759	DMSO__6 [CR05B3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054151	GSM2539785	5	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h
SAMN06611760	6611760	Imatinib_20_24 [CR1B11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053998	GSM2539625	1	H-STS NET	Imatinib	H-STS NET cell line, Imatinib, 24h	24h
SAMN06611761	6611761	Entinostat_0.684_24 [CR1B10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053997	GSM2539624	1	H-STS NET	Entinostat	H-STS NET cell line, Entinostat, 24h	24h
SAMN06611762	6611762	Entinostat_6.84_24 [CR1B09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053996	GSM2539623	1	H-STS NET	Entinostat	H-STS NET cell line, Entinostat, 24h	24h
SAMN06611763	6611763	Belinostat_0.00325_24 [CR1B08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053995	GSM2539622	1	H-STS NET	Belinostat	H-STS NET cell line, Belinostat, 24h	24h
SAMN06611764	6611764	Belinostat_0.0325_24 [CR1B07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053994	GSM2539621	1	H-STS NET	Belinostat	H-STS NET cell line, Belinostat, 24h	24h
SAMN06611765	6611765	AZD8055_2_24 [CR1B06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053993	GSM2539620	1	H-STS NET	AZD8055	H-STS NET cell line, AZD8055, 24h	24h
SAMN06611766	6611766	AZD8055_20_24 [CR1B05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053992	GSM2539619	1	H-STS NET	AZD8055	H-STS NET cell line, AZD8055, 24h	24h
SAMN06611767	6611767	Imatinib_2_6 [CR1B04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053991	GSM2539618	1	H-STS NET	Imatinib	H-STS NET cell line, Imatinib, 6h	6h
SAMN06611768	6611768	Imatinib_20_6 [CR1B03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053990	GSM2539617	1	H-STS NET	Imatinib	H-STS NET cell line, Imatinib, 6h	6h
SAMN06611769	6611769	Entinostat_0.684_6 [CR1B02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053989	GSM2539616	1	H-STS NET	Entinostat	H-STS NET cell line, Entinostat, 6h	6h
SAMN06611770	6611770	Entinostat_6.84_6 [CR1B01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053988	GSM2539615	1	H-STS NET	Entinostat	H-STS NET cell line, Entinostat, 6h	6h
SAMN06611771	6611771	Belinostat_0.00325_6 [CR1A12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053987	GSM2539614	1	H-STS NET	Belinostat	H-STS NET cell line, Belinostat, 6h	6h
SAMN06611772	6611772	Belinostat_0.0325_6 [CR1A11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053986	GSM2539613	1	H-STS NET	Belinostat	H-STS NET cell line, Belinostat, 6h	6h
SAMN06611773	6611773	AZD8055_2_6 [CR1A10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053985	GSM2539612	1	H-STS NET	AZD8055	H-STS NET cell line, AZD8055, 6h	6h
SAMN06611774	6611774	AZD8055_20_6 [CR1A09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053984	GSM2539611	1	H-STS NET	AZD8055	H-STS NET cell line, AZD8055, 6h	6h
SAMN06611775	6611775	Imatinib_2_6 [CR1A08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053983	GSM2539610	1	H-STS NET	Imatinib	H-STS NET cell line, Imatinib, 6h	6h
SAMN06611776	6611776	Imatinib_20_6 [CR1A07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053982	GSM2539609	1	H-STS NET	Imatinib	H-STS NET cell line, Imatinib, 6h	6h
SAMN06611777	6611777	Entinostat_0.684_6 [CR1A06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053981	GSM2539608	1	H-STS NET	Entinostat	H-STS NET cell line, Entinostat, 6h	6h
SAMN06611778	6611778	Entinostat_6.84_6 [CR1A05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053980	GSM2539607	1	H-STS NET	Entinostat	H-STS NET cell line, Entinostat, 6h	6h
SAMN06611779	6611779	Belinostat_0.00325_6 [CR1A04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053979	GSM2539606	1	H-STS NET	Belinostat	H-STS NET cell line, Belinostat, 6h	6h
SAMN06611780	6611780	Belinostat_0.0325_6 [CR1A03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053978	GSM2539605	1	H-STS NET	Belinostat	H-STS NET cell line, Belinostat, 6h	6h
SAMN06611781	6611781	AZD8055_2_6 [CR1A02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053977	GSM2539604	1	H-STS NET	AZD8055	H-STS NET cell line, AZD8055, 6h	6h
SAMN06611782	6611782	AZD8055_20_6 [CR1A01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2053976	GSM2539603	1	H-STS NET	AZD8055	H-STS NET cell line, AZD8055, 6h	6h
SAMN06611783	6611783	Methanol__6 [CR12B4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054480	GSM2540114	12B	H-STS NET	Methanol	H-STS NET cell line, Methanol, 6h	6h
SAMN06611784	6611784	CAY10618 in Methanol_7.4_6 [CR12A6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054481	GSM2540113	12B	H-STS NET	CAY10618 in Methanol	H-STS NET cell line, CAY10618 in Methanol, 6h	6h
SAMN06611785	6611785	CAY10618 in Methanol_7.4_6 [CR12A5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054478	GSM2540112	12B	H-STS NET	CAY10618 in Methanol	H-STS NET cell line, CAY10618 in Methanol, 6h	6h
SAMN06611786	6611786	BYL719_19.4_6 [CR12B3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054477	GSM2540111	12A	H-STS NET	BYL719	H-STS NET cell line, BYL719, 6h	6h
SAMN06611787	6611787	BYL719_19.4_6 [CR12B2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054479	GSM2540110	12A	H-STS NET	BYL719	H-STS NET cell line, BYL719, 6h	6h
SAMN06611788	6611788	BKM120_1.2_6 [CR12C05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054475	GSM2540109	12A	H-STS NET	BKM120	H-STS NET cell line, BKM120, 6h	6h
SAMN06611789	6611789	BKM120_1.2_6 [CR12C04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054474	GSM2540108	12A	H-STS NET	BKM120	H-STS NET cell line, BKM120, 6h	6h
SAMN06611790	6611790	BIO_3_6 [CR12A1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054476	GSM2540107	12A	H-STS NET	BIO	H-STS NET cell line, BIO, 6h	6h
SAMN06611791	6611791	BGJ398_4.56_6 [CR12A4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054472	GSM2540106	12A	H-STS NET	BGJ398	H-STS NET cell line, BGJ398, 6h	6h
SAMN06611792	6611792	BGJ398_4.56_6 [CR12A3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054473	GSM2540105	12A	H-STS NET	BGJ398	H-STS NET cell line, BGJ398, 6h	6h
SAMN06611793	6611793	AUY922_0.02_6 [CR12C01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054471	GSM2540104	12A	H-STS NET	AUY922	H-STS NET cell line, AUY922, 6h	6h
SAMN06611794	6611794	AUY922_0.02_6 [CR12B12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054470	GSM2540103	12A	H-STS NET	AUY922	H-STS NET cell line, AUY922, 6h	6h
SAMN06611795	6611795	PF-573228_2.08_6 [CR11B12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054468	GSM2540102	11B	H-STS NET	PF-573228	H-STS NET cell line, PF-573228, 6h	6h
SAMN06611796	6611796	PF-573228_2.08_6 [CR11B11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054467	GSM2540101	11B	H-STS NET	PF-573228	H-STS NET cell line, PF-573228, 6h	6h
SAMN06611797	6611797	LY-2183240_0.64_6 [CR11B6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054466	GSM2540100	11B	H-STS NET	LY-2183240	H-STS NET cell line, LY-2183240, 6h	6h
SAMN06611798	6611798	LY-2183240_0.64_6 [CR11B5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054469	GSM2540099	11B	H-STS NET	LY-2183240	H-STS NET cell line, LY-2183240, 6h	6h
SAMN06611799	6611799	KU-0063794_0.04_6 [CR11A12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054465	GSM2540098	11B	H-STS NET	KU-0063794	H-STS NET cell line, KU-0063794, 6h	6h
SAMN06611800	6611800	KU-0063794_0.04_6 [CR11A11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054464	GSM2540097	11B	H-STS NET	KU-0063794	H-STS NET cell line, KU-0063794, 6h	6h
SAMN06611801	6611801	DMSO__6 [CR11C6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054461	GSM2540096	11B	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h
SAMN06611802	6611802	BIO_3_6 [CR11A6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054463	GSM2540095	11B	H-STS NET	BIO	H-STS NET cell line, BIO, 6h	6h
SAMN06611803	6611803	Y-27632_3.36_24 [CR11C8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054462	GSM2540094	11A	H-STS NET	Y-27632	H-STS NET cell line, Y-27632, 24h	24h
SAMN06611804	6611804	Y-27632_3.36_24 [CR11C7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054460	GSM2540093	11A	H-STS NET	Y-27632	H-STS NET cell line, Y-27632, 24h	24h
SAMN06611805	6611805	Vincristine_0.0008_24 [CR11D6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054458	GSM2540092	11A	H-STS NET	Vincristine	H-STS NET cell line, Vincristine, 24h	24h
SAMN06611806	6611806	Obatoclax_0.68_24 [CR03C04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054091	GSM2539724	3	H-STS NET	Obatoclax	H-STS NET cell line, Obatoclax, 24h	24h
SAMN06611807	6611807	Obatoclax_0.68_24 [CR03C03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054090	GSM2539723	3	H-STS NET	Obatoclax	H-STS NET cell line, Obatoclax, 24h	24h
