experiment,contrast,cell_line,morphology,tissue,disease,drug,target,dose,time_hr
PRJNA335388,paclitaxel.02uM,Breast/Osteosarcoma,epithelial,breast + bone,,Paclitaxel,Apoptosis regulator Bcl-2 (BCL-2); Tubulin beta (TUBB),0.2uM,72
PRJNA379584,paclitaxel.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,Paclitaxel,Apoptosis regulator Bcl-2 (BCL-2); Tubulin beta (TUBB),ED20 and 1/10 of it,24
PRJNA379584,paclitaxel.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,Paclitaxel,Apoptosis regulator Bcl-2 (BCL-2); Tubulin beta (TUBB),ED20 and 1/10 of it,6
PRJNA379584,panobinostat.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,panobinostat,Histone deacetylase 1 (HDAC1),ED20 and 1/10 of it,24
PRJNA379584,panobinostat.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,panobinostat,Histone deacetylase 1 (HDAC1),ED20 and 1/10 of it,6
PRJNA379584,parbendazole.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,parbendazole,Antinematodal agent,ED20 and 1/10 of it,24
PRJNA379584,parbendazole.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,parbendazole,Antinematodal agent,ED20 and 1/10 of it,6
PRJNA379584,parthenolide.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,parthenolide,Inhibitor of nuclear factor kappa-B kinase beta (IKKB); Nuclear factor NF-kappa-B (NFKB),ED20 and 1/10 of it,24
PRJNA379584,parthenolide.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,parthenolide,Inhibitor of nuclear factor kappa-B kinase beta (IKKB); Nuclear factor NF-kappa-B (NFKB),ED20 and 1/10 of it,6
PRJNA379584,pf.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pf,p21-activated kinase 4 inhibitor; ATP-competitive inhibitor of FAK ,ED20 and 1/10 of it,6
PRJNA379584,pf_3758309.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pf_3758309,p21-activated kinase 4 inhibitor,ED20 and 1/10 of it,24
PRJNA379584,pf_3758309.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pf_3758309,p21-activated kinase 4 inhibitor,ED20 and 1/10 of it,6
PRJNA379584,pf_573228.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pf_573228,ATP-competitive inhibitor of FAK,ED20 and 1/10 of it,24
PRJNA379584,pf_573228.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pf_573228,ATP-competitive inhibitor of FAK,ED20 and 1/10 of it,6
PRJNA379584,pha.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pha,Proto-oncogene c-Met (MET),ED20 and 1/10 of it,6
PRJNA379584,pha_665752.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pha_665752,Proto-oncogene c-Met (MET),ED20 and 1/10 of it,24
PRJNA379584,pha_665752.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pha_665752,Proto-oncogene c-Met (MET),ED20 and 1/10 of it,6
PRJNA254756,pIND_shMiz1.minusDox_BI8622,LS174T,epithelial,large intestine; colon,Carcinoma,pIND_shMiz1.minusDox_BI8622,MYC-dependent transactivation inhibitor,10uM,NA
PRJNA254756,pIND_shMiz1.plusDox_BI8622,LS174T,epithelial,large intestine; colon,Carcinoma,pIND_shMiz1.plusDox_BI8622,MYC-dependent transactivation inhibitor,10uM,NA
PRJNA379584,piperlongumine.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,piperlongumine,Cytotoxic,ED20 and 1/10 of it,24
PRJNA379584,piperlongumine.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,piperlongumine,Cytotoxic,ED20 and 1/10 of it,6
PRJNA379584,pkc412.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pkc412,Mcl-1 messenger RNA (MCL-1 mRNA),ED20 and 1/10 of it,24
PRJNA379584,pkc412.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pkc412,Mcl-1 messenger RNA (MCL-1 mRNA),ED20 and 1/10 of it,6
pladb,pladb_10nM,YB5,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",Pladienolide B,mRNA splicing inhibitor,10nM,72
pladb,pladb_150nM,YB5,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",Pladienolide B,mRNA splicing inhibitor,150nM,72
PRJNA254756,pLKO_empty.BI8622,LS174T,epithelial,large intestine; colon,Carcinoma,pLKO_empty.BI8622,Ubiquitin ligase HUWE1 inhibitor,10uM,NA
PRJNA379584,pluripotin.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pluripotin,ERK1 and RasGAP inhibitor,ED20 and 1/10 of it,24
PRJNA379584,pluripotin.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,pluripotin,ERK1 and RasGAP inhibitor,ED20 and 1/10 of it,6
proa,proa,YB5,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",Proscillaridin A,Enzyme inhibitors; Cardiotonic agents,50nM,48
PRJNA379584,rad001.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,rad001,Serine/threonine-protein kinase mTOR (mTOR),ED20 and 1/10 of it,24
PRJNA379584,rad001.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,rad001,Serine/threonine-protein kinase mTOR (mTOR),ED20 and 1/10 of it,6
PRJNA657045,CAR.Raij,CAR,PBMC,blood,,Raij coculture,,NA,336
PRJNA379584,rigosertib.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,rigosertib,PI3-kinase gamma (PIK3CG); Polo-like kinase 1 (PLK1),ED20 and 1/10 of it,24
PRJNA379584,rigosertib.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,rigosertib,PI3-kinase gamma (PIK3CG); Polo-like kinase 1 (PLK1),ED20 and 1/10 of it,6
PRJNA379584,rosiglitazone.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,rosiglitazone,Peroxisome proliferator-activated receptor gamma (PPAR-gamma),ED20 and 1/10 of it,24
PRJNA379584,rosiglitazone.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,rosiglitazone,Peroxisome proliferator-activated receptor gamma (PPAR-gamma),ED20 and 1/10 of it,6
tak,s2102,YB5,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",S2101,Lysine-Specific Demethylase 1 (LSD1) Inhibitor,10uM,96
PRJNA379584,sb.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sb,Selective CXCR2 antagonist; kinesin spindle protein (KSP) inhibitor,ED20 and 1/10 of it,6
PRJNA379584,sb_225002.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sb_225002,Selective CXCR2 antagonist ,ED20 and 1/10 of it,24
PRJNA379584,sb_225002.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sb_225002,Selective CXCR2 antagonist ,ED20 and 1/10 of it,6
PRJNA379584,sb_743921.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sb_743921,Kinesin spindle protein (KSP) inhibitor,ED20 and 1/10 of it,24
PRJNA379584,sb_743921.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sb_743921,Kinesin spindle protein (KSP) inhibitor,ED20 and 1/10 of it,6
PRJNA670855,sbi756.4hr,non-Hogkin lymphoma,lymphoblast,lymph node,Large cell Lymphoma,SBI-756,eIF4G1 inhibitor,NA,4
PRJNA379584,sch.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sch,Restores mutant p53 activity ; PAR1 antagonist,ED20 and 1/10 of it,24
PRJNA379584,sch.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sch,Restores mutant p53 activity ; PAR1 antagonist,ED20 and 1/10 of it,6
PRJNA379584,sch_529074.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sch_529074,Restores mutant p53 activity ,ED20 and 1/10 of it,24
PRJNA379584,sch_529074.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sch_529074,Restores mutant p53 activity ,ED20 and 1/10 of it,6
PRJNA379584,sch_79797.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sch_79797,PAR1 antagonist,ED20 and 1/10 of it,24
PRJNA379584,sch_79797.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sch_79797,PAR1 antagonist,ED20 and 1/10 of it,6
PRJNA471642,SD6.125nm.24hr,CLL,lymphoblast,blood,Chronic lymphocytic leukemia,SD6,Splicing factor modulator,125nM,24
PRJNA471642,SD6.125nm.2hr,CLL,lymphoblast,blood,Chronic lymphocytic leukemia,SD6,Splicing factor modulator,125nM,2
PRJNA471642,SD6.125nm.6hr,CLL,lymphoblast,blood,Chronic lymphocytic leukemia,SD6,Splicing factor modulator,125nM,6
PRJNA254756,shHUWE1.BI8622,LS174T,epithelial,large intestine; colon,Carcinoma,shHUWE1.BI8622,Ubiquitin ligase HUWE1 inhibitor,10uM,NA
PRJNA265187,siCHD4,SW48,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",siCHD4,siCHD4,NA,NA
PRJNA641077,siCTNNB1,HCT116,epithelial,large intestine; colon,Carcinoma,siCTNNB1,siCTNNB1,20nM,48
PRJNA265187,siDMNT1,SW48,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",siDMNT1,siDMNT1,NA,NA
PRJNA265187,siDNMT1_siCHD4,SW48,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",siDNMT1 + siCHD4,siDNMT1 + siCHD4,NA,NA
PRJNA641077,siNeg,HCT116,epithelial,large intestine; colon,Carcinoma,siNeg,siNeg,20nM,48
PRJNA379584,snx.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,snx,Selectively binds to the ATP pocket of HSP90α and HSP90β,ED20 and 1/10 of it,6
PRJNA379584,snx_2112.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,snx_2112,Selectively binds to the ATP pocket of HSP90α and HSP90β,ED20 and 1/10 of it,24
PRJNA379584,snx_2112.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,snx_2112,Selectively binds to the ATP pocket of HSP90α and HSP90β,ED20 and 1/10 of it,6
PRJNA379584,sorafenib.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sorafenib,Epidermal growth factor receptor (EGFR); Platelet-derived growth factor receptor beta (PDGFRB); Tyrosine-protein kinase Kit (KIT); Vascular endothelial growth factor receptor 2 (KDR),ED20 and 1/10 of it,24
PRJNA379584,sorafenib.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sorafenib,Epidermal growth factor receptor (EGFR); Platelet-derived growth factor receptor beta (PDGFRB); Tyrosine-protein kinase Kit (KIT); Vascular endothelial growth factor receptor 2 (KDR),ED20 and 1/10 of it,6
PRJNA379584,su11274.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,su11274,Proto-oncogene c-Met (MET),ED20 and 1/10 of it,24
PRJNA379584,su11274.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,su11274,Proto-oncogene c-Met (MET),ED20 and 1/10 of it,6
PRJNA379584,sunitinib.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sunitinib,Vascular endothelial growth factor receptor 2 (KDR),ED20 and 1/10 of it,24
PRJNA379584,sunitinib.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,sunitinib,Vascular endothelial growth factor receptor 2 (KDR),ED20 and 1/10 of it,6
PRJNA560975,tedizolid.5uM.4d,MOLM13,lymphoblast,blood,Acute lymphoblastic leukemia ALL,Tedizolid,Bacterial 50S ribosomal RNA (Bact 50S rRNA),5uM,96
hh1,tetOff,YB5,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",tetOff,,NA,72
PRJNA391270,a549_tgfb,A459,epithelial,lung,Carcinoma,TGFB,Transforming growth factor beta (TGF-β),2.5ng/ml,120
PRJNA477352,j4.thz1_250nM_6hr,HBL-2 MCL ABT-199 DTP,epithelial,blood,Mantle cell lymphoma,THZ1,Cyclin-dependent kinase 7 (CDK7),250nM,6
PRJNA477352,j4.thz1_50nM_6hr,HBL-2 MCL ABT-199 DTP,epithelial,blood,Mantle cell lymphoma,THZ1,Cyclin-dependent kinase 7 (CDK7),50nM,6
PRJNA477352,l10.thz1_250nM_6hr,HBL-2 MCL ABT-199 DTP,epithelial,blood,Mantle cell lymphoma,THZ1,Cyclin-dependent kinase 7 (CDK7),250nM,6
PRJNA477352,l10.thz1_50nM_6hr,HBL-2 MCL ABT-199 DTP,epithelial,blood,Mantle cell lymphoma,THZ1,Cyclin-dependent kinase 7 (CDK7),50nM,6
PRJNA477352,l20.thz1_250nM_6hr,HBL-2 MCL ABT-199 DTP,epithelial,blood,Mantle cell lymphoma,THZ1,Cyclin-dependent kinase 7 (CDK7),250nM,6
PRJNA477352,l20.thz1_50nM_6hr,HBL-2 MCL ABT-199 DTP,epithelial,blood,Mantle cell lymphoma,THZ1,Cyclin-dependent kinase 7 (CDK7),50nM,6
PRJNA477352,par.thz1_250nM_6hr,HBL-2 MCL ABT-199 DTP,epithelial,blood,Mantle cell lymphoma,THZ1,Cyclin-dependent kinase 7 (CDK7),250nM,6
PRJNA477352,par.thz1_50nM_6hr,HBL-2 MCL ABT-199 DTP,epithelial,blood,Mantle cell lymphoma,THZ1,Cyclin-dependent kinase 7 (CDK7),50nM,6
PRJNA477352,thz1_250nM_6hr,HBL-2 MCL ABT-199 DTP,epithelial,blood,Mantle cell lymphoma,THZ1,Cyclin-dependent kinase 7 (CDK7),250nM,6
PRJNA477352,thz1_50nM_6hr,HBL-2 MCL ABT-199 DTP,epithelial,blood,Mantle cell lymphoma,THZ1,Cyclin-dependent kinase 7 (CDK7),50nM,6
PRJNA379584,tivantinib.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,tivantinib,Proto-oncogene c-Met (MET),ED20 and 1/10 of it,24
PRJNA379584,tivantinib.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,tivantinib,Proto-oncogene c-Met (MET),ED20 and 1/10 of it,6
PRJNA379584,topotecan.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,topotecan,DNA topoisomerase I (TOP1),ED20 and 1/10 of it,24
PRJNA379584,topotecan.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,topotecan,DNA topoisomerase I (TOP1),ED20 and 1/10 of it,6
toyo,toyo_10hr,YB5,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",Toyocamycin,Antimetabolite; antineoplastic agent; bacterial metabolite; apoptosis inducer,NA,10
toyo,toyo_24hr,YB5,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",Toyocamycin,Antimetabolite; antineoplastic agent; bacterial metabolite; apoptosis inducer,NA,24
toyo,toyo_2hr,YB5,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",Toyocamycin,Antimetabolite; antineoplastic agent; bacterial metabolite; apoptosis inducer,NA,2
toyo,toyo_48hr,YB5,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",Toyocamycin,Antimetabolite; antineoplastic agent; bacterial metabolite; apoptosis inducer,NA,48
toyo,toyo_72hr,YB5,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",Toyocamycin,Antimetabolite; antineoplastic agent; bacterial metabolite; apoptosis inducer,NA,72
PRJNA614994,trc105_vs_igg,AML,primary human cells,blood,Acute myeloid leukemia,TRC105,Endoglin CD105 (ENG),NA,NA
PRJNA392914,dtp_tsa,PC9 DTP,epithelial,lung,Carcinoma,TSA,Histone deacetylase (HDAC),50nM,5
PRJNA392914,tsa.50nM_5hr,PC9,epithelial,lung,Carcinoma,TSA,Histone deacetylase (HDAC),50nM,5
PRJNA379584,tw.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,tw,Apoptosis regulator Bcl-2 (BCL-2),ED20 and 1/10 of it,6
PRJNA379584,tw_37.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,tw_37,Apoptosis regulator Bcl-2 (BCL-2),ED20 and 1/10 of it,24
PRJNA379584,tw_37.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,tw_37,Apoptosis regulator Bcl-2 (BCL-2),ED20 and 1/10 of it,6
tak,unc0628,YB5,epithelial,large intestine; colon,"Adenocarcinoma; Colorectal; Dukes' type C, grade IV",UNC0628,Euchromatic histone-lysine N-methyltransferase 1 (EHMT1); Histone-lysine N-methyltransferase EHMT2 (EHMT2),1uM,96
PRJNA560975,venetoclax.500nM.4d,MOLM13,lymphoblast,blood,Acute lymphoblastic leukemia ALL,Venetoclax,Apoptosis regulator Bcl-2 (BCL-2),500nM,96
PRJNA479415,venetoclax_azacitidine_6hr,AML,primary human cells,blood,Acute myeloid leukemia,Venetoclax + Azacitidine,Apoptosis regulator Bcl-2 (BCL-2); DNA [cytosine-5]-methyltransferase (DNMT),500nM + 2.5uM,6
PRJNA560975,venetoclax.500nM_tedizolid.5uM.4d,MOLM13,lymphoblast,blood,Acute lymphoblastic leukemia ALL,Venetoclax + Tedizolid,Apoptosis regulator Bcl-2 (BCL-2); Bacterial 50S ribosomal RNA (Bact 50S rRNA),500nM + 5uM,96
PRJNA379584,vincristine.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,vincristine,Tubulin (TUB),ED20 and 1/10 of it,24
PRJNA379584,vincristine.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,vincristine,Tubulin (TUB),ED20 and 1/10 of it,6
PRJNA400080,Volasertib.20nM.24,MV-4-11B,lymphoblast,blood,Biphenotypic B Myelomonocytic Leukemia,Volasertib,Polo-like kinase 1 (PLK1),20nM,24
PRJNA400080,Volasertib.20nM.4,MV-4-11B,lymphoblast,blood,Biphenotypic B Myelomonocytic Leukemia,Volasertib,Polo-like kinase 1 (PLK1),20nM,4
PRJNA379584,vorinostat.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,vorinostat,Histone deacetylase 1 (HDAC1),ED20 and 1/10 of it,24
PRJNA379584,vorinostat.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,vorinostat,Histone deacetylase 1 (HDAC1),ED20 and 1/10 of it,6
PRJNA379584,x5z_7_oxozeanol.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,x5z_7_oxozeanol,Transforming growth factor β-activated kinase 1 (TAK1) inhibitor,ED20 and 1/10 of it,24
PRJNA379584,x5z_7_oxozeanol.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,x5z_7_oxozeanol,Transforming growth factor β-activated kinase 1 (TAK1) inhibitor,ED20 and 1/10 of it,6
PRJNA379584,y.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,y,Coagulation factor IIa (F2); Rho-associated protein kinase (ROCK),ED20 and 1/10 of it,6
PRJNA379584,y_27632.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,y_27632,Coagulation factor IIa (F2); Rho-associated protein kinase (ROCK),ED20 and 1/10 of it,24
PRJNA379584,y_27632.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,y_27632,Coagulation factor IIa (F2); Rho-associated protein kinase (ROCK),ED20 and 1/10 of it,6
PRJNA379584,yk_4.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,yk_4,EWS-FLI1 binding to RNA helicase A (RHA) inibitor,ED20 and 1/10 of it,6
PRJNA379584,yk_4_279.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,yk_4_279,EWS-FLI1 binding to RNA helicase A (RHA) inibitor,ED20 and 1/10 of it,24
PRJNA379584,yk_4_279.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,yk_4_279,EWS-FLI1 binding to RNA helicase A (RHA) inibitor,ED20 and 1/10 of it,6
PRJNA379584,ym.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,ym,Survivin promoter inhibitor,ED20 and 1/10 of it,6
PRJNA379584,ym_155.24,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,ym_155,Survivin promoter inhibitor,ED20 and 1/10 of it,24
PRJNA379584,ym_155.6,H-STS NET,EBV-transformed lymphoblastoid cell line,pancreas; small bowel; rectum,Gastroenteropancreatic neuroendocrine tumors,ym_155,Survivin promoter inhibitor,ED20 and 1/10 of it,6
