BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	age	biomaterial_provider	cell_line	cell_subtype	disease	isolate	sex	tissue	treatment
SAMN19551042	SRR14727645	2022-01-01T03:01:40Z	2021-06-04T04:00:39Z	21214377	6364313100	21214377	300	1893		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727645/SRR14727645.lite.1	SRX11064538	D0_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131462	simple	9606	Homo sapiens	D0_6_2					male		no					COLD SPRING HARBOR	SRA1240524		public	95FCE56F0582B20808D435ACEFF554ED	6E99FA0ED0ACC0828E20B0FF9B848814	19551042	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D0_6_2	SRA: SRS9131462	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 DMSO 6hr #2
SAMN19551043	SRR14727647	2022-01-01T03:01:40Z	2021-06-04T04:31:37Z	21613423	6484026900	21613423	300	1924		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727647/SRR14727647.lite.1	SRX11064536	D2_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131460	simple	9606	Homo sapiens	D2_6_1					male		no					COLD SPRING HARBOR	SRA1240524		public	1B70D84B5071163B5A631E0AF929DBC8	C1ECE6A6460E1DA0F72F594C18254949	19551043	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D2_6_1	SRA: SRS9131460	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 25nM OTS964 6hr #1
SAMN19551044	SRR14727656	2022-01-01T03:01:40Z	2021-06-04T04:02:51Z	21176550	6352965000	21176550	300	1900		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727656/SRR14727656.lite.1	SRX11064527	D2_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131451	simple	9606	Homo sapiens	D2_6_2					male		no					COLD SPRING HARBOR	SRA1240524		public	7EFED696D34451186B5F5ECC9299F925	5CC54C8F65E8A09B773B78DC4720FE56	19551044	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D2_6_2	SRA: SRS9131451	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 25nM OTS964 6hr #2
SAMN19551045	SRR14727655	2022-01-01T03:01:40Z	2021-06-04T04:07:09Z	21179050	6353715000	21179050	300	1886		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727655/SRR14727655.lite.1	SRX11064528	D3_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131452	simple	9606	Homo sapiens	D3_6_1					male		no					COLD SPRING HARBOR	SRA1240524		public	AA36C65B4395CB02FF0D33351637033A	BD5BEB77CE47AE776BAA5EBC39EC0FC4	19551045	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D3_6_1	SRA: SRS9131452	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 100nM OTS964 6hr #1
SAMN19551046	SRR14727654	2022-01-01T03:01:40Z	2021-06-04T04:02:16Z	21790798	6537239400	21790798	300	1964		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727654/SRR14727654.lite.1	SRX11064529	D3_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131453	simple	9606	Homo sapiens	D3_6_2					male		no					COLD SPRING HARBOR	SRA1240524		public	0F7DC7F5E15AB0A96477280DBFEF4574	06B19ACEB53E1CC44D32E80D35FCD821	19551046	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D3_6_2	SRA: SRS9131453	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 100nM OTS964 6hr #2
SAMN19551047	SRR14727653	2022-01-01T03:01:40Z	2021-06-04T04:02:25Z	22665572	6799671600	22665572	300	2013		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727653/SRR14727653.lite.1	SRX11064530	D0_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131454	simple	9606	Homo sapiens	D0_24_1					male		no					COLD SPRING HARBOR	SRA1240524		public	E3EAC6D49E2BE9774569A7CC533346B8	219B38AB3F842BCD6A675ED019D329DE	19551047	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D0_24_1	SRA: SRS9131454	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 DMSO 24hr #1
SAMN19551048	SRR14727652	2022-01-01T03:01:40Z	2021-06-04T04:20:23Z	20857897	6257369100	20857897	300	1866		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR014/14727/SRR14727652/SRR14727652.lite.1	SRX11064531	D0_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131455	simple	9606	Homo sapiens	D0_24_2					male		no					COLD SPRING HARBOR	SRA1240524		public	2242122294C6992C6A10A5C34BCE987D	DDD131E3BD1E140CAEEA8F886D22FBA3	19551048	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D0_24_2	SRA: SRS9131455	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 DMSO 24hr #2
SAMN19551049	SRR14727651	2022-01-01T03:01:40Z	2021-06-04T04:03:21Z	20499123	6149736900	20499123	300	1836		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727651/SRR14727651.lite.1	SRX11064532	D2_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131456	simple	9606	Homo sapiens	D2_24_1					male		no					COLD SPRING HARBOR	SRA1240524		public	B02195A6B84D8C490FE8284CF15284D0	50D8DAEC4C651E6B622D0182086A63BC	19551049	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D2_24_1	SRA: SRS9131456	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 25nM OTS964 24hr #1
SAMN19551050	SRR14727650	2022-01-01T03:01:40Z	2021-06-04T04:02:05Z	22219094	6665728200	22219094	300	1989		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727650/SRR14727650.lite.1	SRX11064533	D2_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131457	simple	9606	Homo sapiens	D2_24_2					male		no					COLD SPRING HARBOR	SRA1240524		public	471CA99812325DD76A5F97AC16364ADF	D946DF426F128A21B80F73577841C205	19551050	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D2_24_2	SRA: SRS9131457	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 25nM OTS964 24hr #2
SAMN19551051	SRR14727649	2022-01-01T03:01:40Z	2021-06-04T04:01:44Z	21474188	6442256400	21474188	300	1943		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727649/SRR14727649.lite.1	SRX11064534	D3_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131458	simple	9606	Homo sapiens	D3_24_1					male		no					COLD SPRING HARBOR	SRA1240524		public	D59844E726048E8B72FCC866B59F0496	3D7CCA9EB8419AB05717B2F58DFF2F1E	19551051	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D3_24_1	SRA: SRS9131458	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 100nM OTS964 24hr #1
SAMN19551052	SRR14727648	2022-01-01T03:01:40Z	2021-06-04T03:59:11Z	20820700	6246210000	20820700	300	1852		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727648/SRR14727648.lite.1	SRX11064535	D3_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131459	simple	9606	Homo sapiens	D3_24_2					male		no					COLD SPRING HARBOR	SRA1240524		public	3E697D6C3BABAA82C2FE99101C1B0C48	E803C656DD66BBEBEF9F539A01F859A5	19551052	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D3_24_2	SRA: SRS9131459	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 100nM OTS964 24hr #2
SAMN19551053	SRR14727673	2022-01-01T03:01:40Z	2021-06-04T04:20:08Z	20902012	6270603600	20902012	300	1812		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727673/SRR14727673.lite.1	SRX11064510	DR0_0_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131433	simple	9606	Homo sapiens	DR0_0_1					male		no					COLD SPRING HARBOR	SRA1240524		public	2CAA42BE49941A0ED30DD96BC6D66D59	79899983F2CD291E343E15A3A96E51ED	19551053	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR0_0_1	SRA: SRS9131433	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 0hr #1
SAMN19551054	SRR14727672	2022-01-01T03:01:40Z	2021-06-04T04:05:12Z	20351158	6105347400	20351158	300	1806		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727672/SRR14727672.lite.1	SRX11064511	DR0_0_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131434	simple	9606	Homo sapiens	DR0_0_2					male		no					COLD SPRING HARBOR	SRA1240524		public	959DF43F293E88B42F021E3A1CFCF880	3353218E627F5EAC56E7ECBFB6EE8B74	19551054	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR0_0_2	SRA: SRS9131434	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 0hr #2
SAMN19551055	SRR14727671	2022-01-01T03:01:40Z	2021-06-04T04:11:08Z	21338495	6401548500	21338495	300	1902		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727671/SRR14727671.lite.1	SRX11064512	DR0_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131438	simple	9606	Homo sapiens	DR0_1_1					male		no					COLD SPRING HARBOR	SRA1240524		public	ECC6ECF67C495002EA48DB870AD1BDFF	5C1626DE915CEB4C2D0A75FBAF75DBF0	19551055	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR0_1_1	SRA: SRS9131438	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S DMSO 1hr #1
SAMN19551056	SRR14727670	2022-01-01T03:01:40Z	2021-06-04T04:08:05Z	23088350	6926505000	23088350	300	2057		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727670/SRR14727670.lite.1	SRX11064513	DR0_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131436	simple	9606	Homo sapiens	DR0_1_2					male		no					COLD SPRING HARBOR	SRA1240524		public	E9387743B974B99ADC0E1119B64B591B	757483B3EF37DF0E2D18616ADB1C3193	19551056	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR0_1_2	SRA: SRS9131436	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S DMSO 1hr #2
SAMN19551057	SRR14727501	2022-01-01T03:01:41Z	2021-06-04T03:37:52Z	20120088	6036026400	20120088	300	1791		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727501/SRR14727501.lite.1	SRX11064682	DR2_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131606	simple	9606	Homo sapiens	DR2_1_1					male		no					COLD SPRING HARBOR	SRA1240524		public	BC6BDC6BD94C6319B76AF68429F6D0EA	F3057FDE58D7E6D95BE9510691E6994C	19551057	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR2_1_1	SRA: SRS9131606	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 25nM OTS964 1hr #1
SAMN19551058	SRR14727502	2022-01-01T03:01:41Z	2021-06-04T03:56:29Z	21289779	6386933700	21289779	300	1890		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727502/SRR14727502.lite.1	SRX11064681	DR2_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131605	simple	9606	Homo sapiens	DR2_1_2					male		no					COLD SPRING HARBOR	SRA1240524		public	B810DFC6E8CBFD1F01BEA09D1BD4B8B2	E34CD03A0F1D987F3756B36893694BED	19551058	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR2_1_2	SRA: SRS9131605	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 25nM OTS964 1hr #2
SAMN19551059	SRR14727669	2022-01-01T03:01:40Z	2021-06-04T04:02:11Z	21968315	6590494500	21968315	300	1958		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727669/SRR14727669.lite.1	SRX11064514	DR3_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131437	simple	9606	Homo sapiens	DR3_1_1					male		no					COLD SPRING HARBOR	SRA1240524		public	DFCF06E1FBAB371D340928BD34CCF3EF	81700632198544969EA6707ED1ECE4B1	19551059	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR3_1_1	SRA: SRS9131437	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 100nM OTS964 1hr #1
SAMN19551060	SRR14727668	2022-01-01T03:01:40Z	2021-06-04T04:07:22Z	20235312	6070593600	20235312	300	1826		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727668/SRR14727668.lite.1	SRX11064515	DR3_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131439	simple	9606	Homo sapiens	DR3_1_2					male		no					COLD SPRING HARBOR	SRA1240524		public	B2F3E7324C90EDC3CB04815D4763D6FB	6079F78654264B664B326189FC000B47	19551060	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR3_1_2	SRA: SRS9131439	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 100nM OTS964 1hr #2
SAMN19551061	SRR14727667	2022-01-01T03:01:40Z	2021-06-04T03:59:23Z	20721973	6216591900	20721973	300	1872		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR014/14727/SRR14727667/SRR14727667.lite.1	SRX11064516	DR0_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131440	simple	9606	Homo sapiens	DR0_6_1					male		no					COLD SPRING HARBOR	SRA1240524		public	162440BF457A0E325B5A66BE1FC68BCD	DE6E6A6D4390494F94799D5B4AE64AB5	19551061	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR0_6_1	SRA: SRS9131440	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S DMSO 6hr #1
SAMN19551062	SRR14727503	2022-01-01T03:01:41Z	2021-06-04T04:04:12Z	21795402	6538620600	21795402	300	1956		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727503/SRR14727503.lite.1	SRX11064680	DR0_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131604	simple	9606	Homo sapiens	DR0_6_2					male		no					COLD SPRING HARBOR	SRA1240524		public	0B39A2B7E066F142010D937FF797EBB0	2B22BA2DC4F9CBCB7C8EF631BBF6B7BF	19551062	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR0_6_2	SRA: SRS9131604	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S DMSO 6hr #2
SAMN19551063	SRR14727505	2022-01-01T03:01:41Z	2021-06-04T03:38:11Z	22450648	6735194400	22450648	300	2013		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727505/SRR14727505.lite.1	SRX11064678	DR2_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131602	simple	9606	Homo sapiens	DR2_6_1					male		no					COLD SPRING HARBOR	SRA1240524		public	F9178F23D20A2A7ADEC80FB412467FFB	33988BDE5FC35A744A483A0C2BA1E282	19551063	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR2_6_1	SRA: SRS9131602	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 25nM OTS964 6hr #1
SAMN19551064	SRR14727666	2022-01-01T03:01:40Z	2021-06-04T04:02:59Z	22004763	6601428900	22004763	300	1982		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727666/SRR14727666.lite.1	SRX11064517	DR2_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131441	simple	9606	Homo sapiens	DR2_6_2					male		no					COLD SPRING HARBOR	SRA1240524		public	0372C6432224DCCA66FE67C13208EE19	858AAEF4937829105E686958C5D3F858	19551064	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR2_6_2	SRA: SRS9131441	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 25nM OTS964 6hr #2
SAMN19551065	SRR14727665	2022-01-01T03:01:40Z	2021-06-04T04:03:17Z	24920403	7476120900	24920403	300	2244		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727665/SRR14727665.lite.1	SRX11064518	DR3_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131442	simple	9606	Homo sapiens	DR3_6_1					male		no					COLD SPRING HARBOR	SRA1240524		public	E3BF7909BE79CBA914B823EC62F7546B	BD5EBB950184CB5683524DBF859A95EF	19551065	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR3_6_1	SRA: SRS9131442	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 100nM OTS964 6hr #1
SAMN19551066	SRR14727664	2022-01-01T03:01:40Z	2021-06-04T04:02:48Z	20070433	6021129900	20070433	300	1793		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727664/SRR14727664.lite.1	SRX11064519	DR3_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131443	simple	9606	Homo sapiens	DR3_6_2					male		no					COLD SPRING HARBOR	SRA1240524		public	04211D60DB04837971BF4813C8A0E911	A96AC2F28503CDD8868DB4FAC16A1C78	19551066	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR3_6_2	SRA: SRS9131443	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 100nM OTS964 6hr #2
SAMN19551067	SRR14727506	2022-01-01T03:01:41Z	2021-06-04T03:38:56Z	19756066	5926819800	19756066	300	1766		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727506/SRR14727506.lite.1	SRX11064677	DR0_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131598	simple	9606	Homo sapiens	DR0_24_1					male		no					COLD SPRING HARBOR	SRA1240524		public	71D8F8A0A3972EDD56F61487FEEA740A	3EFB77CBFD6DE24713A209BD036DDEB8	19551067	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR0_24_1	SRA: SRS9131598	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S DMSO 24hr #1
SAMN19551068	SRR14727507	2022-01-01T03:01:41Z	2021-06-04T03:41:17Z	20638121	6191436300	20638121	300	1855		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727507/SRR14727507.lite.1	SRX11064676	DR0_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131601	simple	9606	Homo sapiens	DR0_24_2					male		no					COLD SPRING HARBOR	SRA1240524		public	4F7D94A10BDD940575D596A73302AF12	497F46983734618A0A4328D2125650F3	19551068	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR0_24_2	SRA: SRS9131601	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S DMSO 24hr #2
SAMN19551069	SRR14727663	2022-01-01T03:01:40Z	2021-06-04T04:01:44Z	20998137	6299441100	20998137	300	1880		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727663/SRR14727663.lite.1	SRX11064520	DR2_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131444	simple	9606	Homo sapiens	DR2_24_1					male		no					COLD SPRING HARBOR	SRA1240524		public	5AD79D7A84510A4986AE18162C232318	D484C5B25D62615B870EDCE6F5F68B19	19551069	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: DR2_24_1	SRA: SRS9131444	Adult	Jason Sheltzer lab	DLD1	CDK11B-G579S	Adenocarcinoma; Colorectal; Dukes' type C	DLD1, CDK11B-G579S	male	Colon	DLD1 G579S 25nM OTS964 24hr #1
