accession	uid	title	organization	taxonomy	sra	geo	Sex	age	cell line	collection_date	geo_loc_name	provider	source_name	treatment	vendor id
SAMN27109985	27109985	du145_DU145PS3A_F07_Ganetespib_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13705728	GSM5985444	male	69	DU145	missing	missing	ATCC	prostate cancer	Ganetespib	HTB-81
SAMN27109986	27109986	du145_DU145PS3A_F06_UNTREATED__24	Department of Systems Biology, Columbia University	9606	SRS13705727	GSM5985443	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27109987	27109987	du145_DU145PS3A_F05_AT9283_1_24	Department of Systems Biology, Columbia University	9606	SRS13705726	GSM5985442	male	69	DU145	missing	missing	ATCC	prostate cancer	AT9283	HTB-81
SAMN27109988	27109988	du145_DU145PS3A_F04_Dacomitinib_0.001_24	Department of Systems Biology, Columbia University	9606	SRS13705725	GSM5985441	male	69	DU145	missing	missing	ATCC	prostate cancer	Dacomitinib	HTB-81
SAMN27109989	27109989	du145_DU145PS3A_F03_Acalabrutinib_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13705724	GSM5985440	male	69	DU145	missing	missing	ATCC	prostate cancer	Acalabrutinib	HTB-81
SAMN27109990	27109990	du145_DU145PS3A_F02_ARN509_10_24	Department of Systems Biology, Columbia University	9606	SRS13705723	GSM5985439	male	69	DU145	missing	missing	ATCC	prostate cancer	ARN509	HTB-81
SAMN27109991	27109991	du145_DU145PS3A_F01_Aminopterin_1_24	Department of Systems Biology, Columbia University	9606	SRS13705722	GSM5985438	male	69	DU145	missing	missing	ATCC	prostate cancer	Aminopterin	HTB-81
SAMN27109992	27109992	du145_DU145PS3A_E12_Sotrastaurin_3_24	Department of Systems Biology, Columbia University	9606	SRS13705721	GSM5985437	male	69	DU145	missing	missing	ATCC	prostate cancer	Sotrastaurin	HTB-81
SAMN27109993	27109993	du145_DU145PS3A_E11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705720	GSM5985436	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27109994	27109994	du145_DU145PS3A_E10_RO4929097_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705719	GSM5985435	male	69	DU145	missing	missing	ATCC	prostate cancer	RO4929097	HTB-81
SAMN27109995	27109995	du145_DU145PS3A_E09_CPI613_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13705718	GSM5985434	male	69	DU145	missing	missing	ATCC	prostate cancer	CPI613	HTB-81
SAMN27109996	27109996	du145_DU145PS3A_E08_Galunisertib_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13705717	GSM5985433	male	69	DU145	missing	missing	ATCC	prostate cancer	Galunisertib	HTB-81
SAMN27109997	27109997	du145_DU145PS3A_E07_Crenolanib_0.145_24	Department of Systems Biology, Columbia University	9606	SRS13705716	GSM5985432	male	69	DU145	missing	missing	ATCC	prostate cancer	Crenolanib	HTB-81
SAMN27109998	27109998	du145_DU145PS3A_E06_UNTREATED__24	Department of Systems Biology, Columbia University	9606	SRS13705715	GSM5985431	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27109999	27109999	du145_DU145PS3A_E05_Varlitinib_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13705714	GSM5985430	male	69	DU145	missing	missing	ATCC	prostate cancer	Varlitinib	HTB-81
SAMN27110000	27110000	du145_DU145PS3A_E04_Combretastatin_0.2_24	Department of Systems Biology, Columbia University	9606	SRS13705713	GSM5985429	male	69	DU145	missing	missing	ATCC	prostate cancer	Combretastatin	HTB-81
SAMN27110001	27110001	du145_DU145PS3A_E03_TAK733_0.08_24	Department of Systems Biology, Columbia University	9606	SRS13705712	GSM5985428	male	69	DU145	missing	missing	ATCC	prostate cancer	TAK733	HTB-81
SAMN27110002	27110002	du145_DU145PS3A_E02_Valproic acid_2_24	Department of Systems Biology, Columbia University	9606	SRS13705711	GSM5985427	male	69	DU145	missing	missing	ATCC	prostate cancer	Valproic acid	HTB-81
SAMN27110003	27110003	du145_DU145PS3A_E01_Tacrolimus_10_24	Department of Systems Biology, Columbia University	9606	SRS13705710	GSM5985426	male	69	DU145	missing	missing	ATCC	prostate cancer	Tacrolimus	HTB-81
SAMN27110004	27110004	du145_DU145PS3A_D12_SAR245409_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13705709	GSM5985425	male	69	DU145	missing	missing	ATCC	prostate cancer	SAR 245409.00	HTB-81
SAMN27110005	27110005	du145_DU145PS3A_D11_MK0752_10_24	Department of Systems Biology, Columbia University	9606	SRS13705708	GSM5985424	male	69	DU145	missing	missing	ATCC	prostate cancer	MK0752	HTB-81
SAMN27110006	27110006	du145_DU145PS3A_D10_Enasidenib_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13705707	GSM5985423	male	69	DU145	missing	missing	ATCC	prostate cancer	Enasidenib	HTB-81
SAMN27110007	27110007	du145_DU145PS3A_D09_AZ12456623_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13705706	GSM5985422	male	69	DU145	missing	missing	ATCC	prostate cancer	AZ12456623	HTB-81
SAMN27110008	27110008	du145_DU145PS3A_D08_MGCD265_1_24	Department of Systems Biology, Columbia University	9606	SRS13705704	GSM5985421	male	69	DU145	missing	missing	ATCC	prostate cancer	MGCD265	HTB-81
SAMN27110009	27110009	du145_DU145PS3A_D07_Lonafarnib_0.3_24	Department of Systems Biology, Columbia University	9606	SRS13705705	GSM5985420	male	69	DU145	missing	missing	ATCC	prostate cancer	Lonafarnib	HTB-81
SAMN27110010	27110010	du145_DU145PS3A_D06_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13705703	GSM5985419	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110011	27110011	du145_DU145PS3A_D05_Cediranib_0.22_24	Department of Systems Biology, Columbia University	9606	SRS13705702	GSM5985418	male	69	DU145	missing	missing	ATCC	prostate cancer	Cediranib	HTB-81
SAMN27110012	27110012	du145_DU145PS3A_D04_Telatinib_2_24	Department of Systems Biology, Columbia University	9606	SRS13705701	GSM5985417	male	69	DU145	missing	missing	ATCC	prostate cancer	Telatinib	HTB-81
SAMN27110013	27110013	du145_DU145PS3A_D03_AZD5069_7_24	Department of Systems Biology, Columbia University	9606	SRS13705700	GSM5985416	male	69	DU145	missing	missing	ATCC	prostate cancer	AZD5069	HTB-81
SAMN27110014	27110014	du145_DU145PS3A_D02_UNTREATED__24	Department of Systems Biology, Columbia University	9606	SRS13705699	GSM5985415	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110015	27110015	du145_DU145PS3A_D01_Cyclosporine_10_24	Department of Systems Biology, Columbia University	9606	SRS13705698	GSM5985414	male	69	DU145	missing	missing	ATCC	prostate cancer	Cyclosporine	HTB-81
SAMN27110016	27110016	du145_DU145PS3A_C12_Volasertib_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13705696	GSM5985413	male	69	DU145	missing	missing	ATCC	prostate cancer	Volasertib	HTB-81
SAMN27110017	27110017	du145_DU145PS3A_C11_Momelotinib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704471	GSM5985412	male	69	DU145	missing	missing	ATCC	prostate cancer	Momelotinib	HTB-81
SAMN27110018	27110018	du145_DU145PS3A_C10_Linsitinib_5.5_24	Department of Systems Biology, Columbia University	9606	SRS13704470	GSM5985411	male	69	DU145	missing	missing	ATCC	prostate cancer	Linsitinib	HTB-81
SAMN27110019	27110019	du145_DU145PS3A_C09_Rucaparib_3.5_24	Department of Systems Biology, Columbia University	9606	SRS13704469	GSM5985410	male	69	DU145	missing	missing	ATCC	prostate cancer	Rucaparib	HTB-81
SAMN27110020	27110020	du145_DU145PS3A_C08_Enzastaurin_0.24_24	Department of Systems Biology, Columbia University	9606	SRS13704468	GSM5985409	male	69	DU145	missing	missing	ATCC	prostate cancer	Enzastaurin	HTB-81
SAMN27110021	27110021	du145_DU145PS3A_C07_Copanlisib_0.16_24	Department of Systems Biology, Columbia University	9606	SRS13704467	GSM5985408	male	69	DU145	missing	missing	ATCC	prostate cancer	Copanlisib	HTB-81
SAMN27110022	27110022	du145_DU145PS3A_C06_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704466	GSM5985407	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110023	27110023	du145_DU145PS3A_C05_TAK700_10_24	Department of Systems Biology, Columbia University	9606	SRS13704465	GSM5985406	male	69	DU145	missing	missing	ATCC	prostate cancer	TAK700	HTB-81
SAMN27110024	27110024	du145_DU145PS3A_C04_Amonafide_0.335_24	Department of Systems Biology, Columbia University	9606	SRS13704464	GSM5985405	male	69	DU145	missing	missing	ATCC	prostate cancer	Amonafide	HTB-81
SAMN27110025	27110025	du145_DU145PS3A_C03_AMG900_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13704463	GSM5985404	male	69	DU145	missing	missing	ATCC	prostate cancer	AMG900	HTB-81
SAMN27110026	27110026	du145_DU145PS3A_C02_UNTREATED__24	Department of Systems Biology, Columbia University	9606	SRS13704462	GSM5985403	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110027	27110027	du145_DU145PS3A_C01_Aspirin_10_24	Department of Systems Biology, Columbia University	9606	SRS13704461	GSM5985402	male	69	DU145	missing	missing	ATCC	prostate cancer	Aspirin	HTB-81
SAMN27110028	27110028	du145_DU145PS3A_B12_Calcitriol_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13704460	GSM5985401	male	69	DU145	missing	missing	ATCC	prostate cancer	Calcitriol	HTB-81
SAMN27110029	27110029	du145_DU145PS3A_B11_LY3023414_0.05_24	Department of Systems Biology, Columbia University	9606	SRS13704459	GSM5985400	male	69	DU145	missing	missing	ATCC	prostate cancer	LY3023414	HTB-81
SAMN27110030	27110030	du145_DU145PS3A_B10_AZ13064550_10_24	Department of Systems Biology, Columbia University	9606	SRS13704458	GSM5985399	male	69	DU145	missing	missing	ATCC	prostate cancer	AZ13064550	HTB-81
SAMN27110031	27110031	du145_DU145PS3A_B09_AZ12419304_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704457	GSM5985398	male	69	DU145	missing	missing	ATCC	prostate cancer	AZ12419304	HTB-81
SAMN27110032	27110032	du145_DU145PS3A_B08_Dovitinib_0.31_24	Department of Systems Biology, Columbia University	9606	SRS13704456	GSM5985397	male	69	DU145	missing	missing	ATCC	prostate cancer	Dovitinib	HTB-81
SAMN27110033	27110033	du145_DU145PS3A_B07_Pimasertib_0.31_24	Department of Systems Biology, Columbia University	9606	SRS13704455	GSM5985396	male	69	DU145	missing	missing	ATCC	prostate cancer	Pimasertib	HTB-81
SAMN27110034	27110034	du145_DU145PS3A_B06_Saridegib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704454	GSM5985395	male	69	DU145	missing	missing	ATCC	prostate cancer	Saridegib	HTB-81
SAMN27110035	27110035	du145_DU145PS3A_B05_EpothiloneD_0.04_24	Department of Systems Biology, Columbia University	9606	SRS13704452	GSM5985394	male	69	DU145	missing	missing	ATCC	prostate cancer	EpothiloneD	HTB-81
SAMN27110036	27110036	du145_DU145PS3A_B04_ABT888_10_24	Department of Systems Biology, Columbia University	9606	SRS13704453	GSM5985393	male	69	DU145	missing	missing	ATCC	prostate cancer	ABT888	HTB-81
SAMN27110037	27110037	du145_DU145PS3A_B03_AEE788_0.17_24	Department of Systems Biology, Columbia University	9606	SRS13704451	GSM5985392	male	69	DU145	missing	missing	ATCC	prostate cancer	AEE788	HTB-81
SAMN27110038	27110038	du145_DU145PS3A_B02_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704449	GSM5985391	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110039	27110039	du145_DU145PS3A_B01_Hydroxychloroquine_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704450	GSM5985390	male	69	DU145	missing	missing	ATCC	prostate cancer	Hydroxychloroquine	HTB-81
SAMN27110040	27110040	du145_DU145PS3A_A12_Duvelisib_5_24	Department of Systems Biology, Columbia University	9606	SRS13704448	GSM5985389	male	69	DU145	missing	missing	ATCC	prostate cancer	Duvelisib	HTB-81
SAMN27110041	27110041	du145_DU145PS3A_A11_Pracinostat_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13704447	GSM5985388	male	69	DU145	missing	missing	ATCC	prostate cancer	Pracinostat	HTB-81
SAMN27110042	27110042	du145_DU145PS3A_A10_AMG337_9.5_24	Department of Systems Biology, Columbia University	9606	SRS13704446	GSM5985387	male	69	DU145	missing	missing	ATCC	prostate cancer	AMG337	HTB-81
SAMN27110043	27110043	du145_DU145PS3A_A09_GDC0068_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704445	GSM5985386	male	69	DU145	missing	missing	ATCC	prostate cancer	GDC0068	HTB-81
SAMN27110044	27110044	du145_DU145PS3A_A08_PF04691502_0.24_24	Department of Systems Biology, Columbia University	9606	SRS13704444	GSM5985385	male	69	DU145	missing	missing	ATCC	prostate cancer	PF04691502	HTB-81
SAMN27110045	27110045	du145_DU145PS3A_A07_Tivozanib_0.175_24	Department of Systems Biology, Columbia University	9606	SRS13704443	GSM5985384	male	69	DU145	missing	missing	ATCC	prostate cancer	Tivozanib	HTB-81
SAMN27110046	27110046	du145_DU145PS3A_A06_Apremilast_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704442	GSM5985383	male	69	DU145	missing	missing	ATCC	prostate cancer	Apremilast	HTB-81
SAMN27110047	27110047	du145_DU145PS3A_A05_Zibotentan_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704441	GSM5985382	male	69	DU145	missing	missing	ATCC	prostate cancer	Zibotentan	HTB-81
SAMN27110048	27110048	du145_DU145PS3A_A04_Onalespib_0.065_24	Department of Systems Biology, Columbia University	9606	SRS13704440	GSM5985381	male	69	DU145	missing	missing	ATCC	prostate cancer	Onalespib	HTB-81
SAMN27110049	27110049	du145_DU145PS3A_A03_Icotinib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704439	GSM5985380	male	69	DU145	missing	missing	ATCC	prostate cancer	Icotinib	HTB-81
SAMN27110050	27110050	du145_DU145PS3A_A02_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704438	GSM5985379	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110051	27110051	du145_DU145PS3A_A01_Mycophenolate_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704437	GSM5985378	male	69	DU145	missing	missing	ATCC	prostate cancer	Mycophenolate	HTB-81
SAMN27110052	27110052	du145_DU145PS2B_H12_Dactinomycin_0.00265_24	Department of Systems Biology, Columbia University	9606	SRS13704436	GSM5985377	male	69	DU145	missing	missing	ATCC	prostate cancer	Dactinomycin	HTB-81
SAMN27110053	27110053	du145_DU145PS2B_H11_UNTREATED__24	Department of Systems Biology, Columbia University	9606	SRS13704434	GSM5985376	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110054	27110054	du145_DU145PS2B_H10_Rigosertib_0.075_24	Department of Systems Biology, Columbia University	9606	SRS13704435	GSM5985375	male	69	DU145	missing	missing	ATCC	prostate cancer	Rigosertib	HTB-81
SAMN27110055	27110055	du145_DU145PS2B_H09_MK1775_0.115_24	Department of Systems Biology, Columbia University	9606	SRS13704433	GSM5985374	male	69	DU145	missing	missing	ATCC	prostate cancer	MK1775	HTB-81
SAMN27110056	27110056	du145_DU145PS2B_H08_Amuvatinib_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13704432	GSM5985373	male	69	DU145	missing	missing	ATCC	prostate cancer	Amuvatinib	HTB-81
SAMN27110057	27110057	du145_DU145PS2B_H07_BI2536_0.0029_24	Department of Systems Biology, Columbia University	9606	SRS13704431	GSM5985372	male	69	DU145	missing	missing	ATCC	prostate cancer	BI2536	HTB-81
SAMN27110058	27110058	du145_DU145PS2B_H06_AZD5363_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704430	GSM5985371	male	69	DU145	missing	missing	ATCC	prostate cancer	AZD5363	HTB-81
SAMN27110059	27110059	du145_DU145PS2B_H05_Elesclomol_0.07_24	Department of Systems Biology, Columbia University	9606	SRS13704429	GSM5985370	male	69	DU145	missing	missing	ATCC	prostate cancer	Elesclomol	HTB-81
SAMN27110060	27110060	du145_DU145PS2B_H04_AUY922_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13704428	GSM5985369	male	69	DU145	missing	missing	ATCC	prostate cancer	AUY922	HTB-81
SAMN27110061	27110061	du145_DU145PS2B_H03_Floxuridine_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704427	GSM5985368	male	69	DU145	missing	missing	ATCC	prostate cancer	Floxuridine	HTB-81
SAMN27110062	27110062	du145_DU145PS2B_H02_Prednisone_1_24	Department of Systems Biology, Columbia University	9606	SRS13704426	GSM5985367	male	69	DU145	missing	missing	ATCC	prostate cancer	Prednisone	HTB-81
SAMN27110063	27110063	du145_DU145PS2B_H01_Oxaliplatin_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13704425	GSM5985366	male	69	DU145	missing	missing	ATCC	prostate cancer	Oxaliplatin	HTB-81
SAMN27110064	27110064	du145_DU145PS2B_G12_Bosutinib_0.375_24	Department of Systems Biology, Columbia University	9606	SRS13704424	GSM5985365	male	69	DU145	missing	missing	ATCC	prostate cancer	Bosutinib	HTB-81
SAMN27110065	27110065	du145_DU145PS2B_G11_UNTREATED__24	Department of Systems Biology, Columbia University	9606	SRS13704423	GSM5985364	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110066	27110066	du145_DU145PS2B_G10_Flavopiridol_0.06_24	Department of Systems Biology, Columbia University	9606	SRS13704422	GSM5985363	male	69	DU145	missing	missing	ATCC	prostate cancer	Flavopiridol	HTB-81
SAMN27110067	27110067	du145_DU145PS2B_G09_Obatoclax Mesylate_0.1_24	Department of Systems Biology, Columbia University	9606	SRS13704421	GSM5985362	male	69	DU145	missing	missing	ATCC	prostate cancer	Obatoclax Mesylate	HTB-81
SAMN27110068	27110068	du145_DU145PS2B_G08_HMN214_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704420	GSM5985361	male	69	DU145	missing	missing	ATCC	prostate cancer	HMN214	HTB-81
SAMN27110069	27110069	du145_DU145PS2B_G07_GSK461364_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13704419	GSM5985360	male	69	DU145	missing	missing	ATCC	prostate cancer	GSK461364	HTB-81
SAMN27110070	27110070	du145_DU145PS2B_G06_Navitoclax_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704418	GSM5985359	male	69	DU145	missing	missing	ATCC	prostate cancer	Navitoclax	HTB-81
SAMN27110071	27110071	du145_DU145PS2B_G05_Gossypol_2_24	Department of Systems Biology, Columbia University	9606	SRS13704416	GSM5985358	male	69	DU145	missing	missing	ATCC	prostate cancer	Gossypol	HTB-81
SAMN27110072	27110072	du145_DU145PS2B_G04_Sonidegib_8_24	Department of Systems Biology, Columbia University	9606	SRS13704417	GSM5985357	male	69	DU145	missing	missing	ATCC	prostate cancer	Sonidegib	HTB-81
SAMN27110073	27110073	du145_DU145PS2B_G03_Bicalutamide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704415	GSM5985356	male	69	DU145	missing	missing	ATCC	prostate cancer	Bicalutamide	HTB-81
SAMN27110074	27110074	du145_DU145PS2B_G02_Albendazole_1_24	Department of Systems Biology, Columbia University	9606	SRS13704414	GSM5985355	male	69	DU145	missing	missing	ATCC	prostate cancer	Albendazole	HTB-81
SAMN27110075	27110075	du145_DU145PS2B_G01_Arsenic_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704413	GSM5985354	male	69	DU145	missing	missing	ATCC	prostate cancer	Arsenic	HTB-81
SAMN27110076	27110076	du145_DU145PS2B_F12_Amsacrine_0.11_24	Department of Systems Biology, Columbia University	9606	SRS13704411	GSM5985353	male	69	DU145	missing	missing	ATCC	prostate cancer	Amsacrine	HTB-81
SAMN27110077	27110077	du145_DU145PS2B_F11_DMSO__24	Department of Systems Biology, Columbia University	9606	SRS13704412	GSM5985352	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110078	27110078	du145_DU145PS2B_F10_Entinostat_0.12_24	Department of Systems Biology, Columbia University	9606	SRS13704410	GSM5985351	male	69	DU145	missing	missing	ATCC	prostate cancer	Entinostat	HTB-81
SAMN27110079	27110079	du145_DU145PS2B_F09_Epigallocatechin_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704409	GSM5985350	male	69	DU145	missing	missing	ATCC	prostate cancer	Epigallocatechin	HTB-81
SAMN27110080	27110080	du145_DU145PS2B_F08_Tivantinib_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704408	GSM5985349	male	69	DU145	missing	missing	ATCC	prostate cancer	Tivantinib	HTB-81
SAMN27110081	27110081	du145_DU145PS2B_F07_Brivanib_10_24	Department of Systems Biology, Columbia University	9606	SRS13704407	GSM5985348	male	69	DU145	missing	missing	ATCC	prostate cancer	Brivanib	HTB-81
SAMN27110082	27110082	du145_DU145PS2B_F06_UNTREATED__24	Department of Systems Biology, Columbia University	9606	SRS13704405	GSM5985347	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110083	27110083	du145_DU145PS2B_F05_-__24	Department of Systems Biology, Columbia University	9606	SRS13704406	GSM5985346	male	69	DU145	missing	missing	ATCC	prostate cancer	-	HTB-81
SAMN27110084	27110084	du145_DU145PS2B_F04_Omacetaxine_0.015_24	Department of Systems Biology, Columbia University	9606	SRS13704404	GSM5985345	male	69	DU145	missing	missing	ATCC	prostate cancer	Omacetaxine	HTB-81
SAMN27110085	27110085	du145_DU145PS2B_F03_Finasteride_5.5_24	Department of Systems Biology, Columbia University	9606	SRS13704403	GSM5985344	male	69	DU145	missing	missing	ATCC	prostate cancer	Finasteride	HTB-81
SAMN27110086	27110086	du145_DU145PS2B_F02_Thalidomide_8.5_24	Department of Systems Biology, Columbia University	9606	SRS13704402	GSM5985343	male	69	DU145	missing	missing	ATCC	prostate cancer	Thalidomide	HTB-81
SAMN27110087	27110087	du145_DU145PS2B_F01_Carmustine_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704401	GSM5985342	male	69	DU145	missing	missing	ATCC	prostate cancer	Carmustine	HTB-81
SAMN27110088	27110088	du145_DU145PS2B_E12_Idarubicin_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13704400	GSM5985341	male	69	DU145	missing	missing	ATCC	prostate cancer	Idarubicin	HTB-81
SAMN27110089	27110089	du145_DU145PS2B_E11_DMSO__24	Department of Systems Biology, Columbia University	9606	SRS13704399	GSM5985340	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110090	27110090	du145_DU145PS2B_E10_YM155_0.015_24	Department of Systems Biology, Columbia University	9606	SRS13704398	GSM5985339	male	69	DU145	missing	missing	ATCC	prostate cancer	YM155	HTB-81
SAMN27110091	27110091	du145_DU145PS2B_E09_Neratinib_0.225_24	Department of Systems Biology, Columbia University	9606	SRS13704397	GSM5985338	male	69	DU145	missing	missing	ATCC	prostate cancer	Neratinib	HTB-81
SAMN27110092	27110092	du145_DU145PS2B_E08_Linifanib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704396	GSM5985337	male	69	DU145	missing	missing	ATCC	prostate cancer	Linifanib	HTB-81
SAMN27110093	27110093	du145_DU145PS2B_E07_PD0325901_0.015_24	Department of Systems Biology, Columbia University	9606	SRS13704395	GSM5985336	male	69	DU145	missing	missing	ATCC	prostate cancer	PD0325901	HTB-81
SAMN27110094	27110094	du145_DU145PS2B_E06_UNTREATED__24	Department of Systems Biology, Columbia University	9606	SRS13705441	GSM5985335	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110095	27110095	du145_DU145PS2B_E05_AZD2014_0.35_24	Department of Systems Biology, Columbia University	9606	SRS13705440	GSM5985334	male	69	DU145	missing	missing	ATCC	prostate cancer	AZD2014	HTB-81
SAMN27110096	27110096	du145_DU145PS2B_E04_Rosiglitazone_2_24	Department of Systems Biology, Columbia University	9606	SRS13705439	GSM5985333	male	69	DU145	missing	missing	ATCC	prostate cancer	Rosiglitazone	HTB-81
SAMN27110097	27110097	du145_DU145PS2B_E03_Altretamine_10_24	Department of Systems Biology, Columbia University	9606	SRS13705438	GSM5985332	male	69	DU145	missing	missing	ATCC	prostate cancer	Altretamine	HTB-81
SAMN27110098	27110098	du145_DU145PS2B_E02_Fludarabine_3_24	Department of Systems Biology, Columbia University	9606	SRS13705437	GSM5985331	male	69	DU145	missing	missing	ATCC	prostate cancer	Fludarabine	HTB-81
SAMN27110099	27110099	du145_DU145PS2B_E01_Pipobroman_10_24	Department of Systems Biology, Columbia University	9606	SRS13705436	GSM5985330	male	69	DU145	missing	missing	ATCC	prostate cancer	Pipobroman	HTB-81
SAMN27110100	27110100	du145_DU145PS2B_D12_Daunorubicin_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13705435	GSM5985329	male	69	DU145	missing	missing	ATCC	prostate cancer	Daunorubicin	HTB-81
SAMN27110101	27110101	du145_DU145PS2B_D11_Disulfiram_0.015_24	Department of Systems Biology, Columbia University	9606	SRS13705434	GSM5985328	male	69	DU145	missing	missing	ATCC	prostate cancer	Disulfiram	HTB-81
SAMN27110102	27110102	du145_DU145PS2B_D10_KX2391_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13705432	GSM5985327	male	69	DU145	missing	missing	ATCC	prostate cancer	KX2391	HTB-81
SAMN27110103	27110103	du145_DU145PS2B_D09_Dinaciclib_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13705433	GSM5985326	male	69	DU145	missing	missing	ATCC	prostate cancer	Dinaciclib	HTB-81
SAMN27110104	27110104	du145_DU145PS2B_D08_BGJ398_8_24	Department of Systems Biology, Columbia University	9606	SRS13705430	GSM5985325	male	69	DU145	missing	missing	ATCC	prostate cancer	BGJ398	HTB-81
SAMN27110105	27110105	du145_DU145PS2B_D07_PKC412_0.23_24	Department of Systems Biology, Columbia University	9606	SRS13705431	GSM5985324	male	69	DU145	missing	missing	ATCC	prostate cancer	PKC412	HTB-81
SAMN27110106	27110106	du145_DU145PS2B_D06_DMSO__24	Department of Systems Biology, Columbia University	9606	SRS13705429	GSM5985323	male	69	DU145	missing	missing	ATCC	prostate cancer	DMSO	HTB-81
SAMN27110107	27110107	du145_DU145PS2B_D05_Selumetinib_10_24	Department of Systems Biology, Columbia University	9606	SRS13705428	GSM5985322	male	69	DU145	missing	missing	ATCC	prostate cancer	Selumetinib	HTB-81
SAMN27110108	27110108	du145_DU145PS2B_D04_Bosentan_1_24	Department of Systems Biology, Columbia University	9606	SRS13705427	GSM5985321	male	69	DU145	missing	missing	ATCC	prostate cancer	Bosentan	HTB-81
SAMN27110109	27110109	du145_DU145PS2B_D03_Leucovorin_2_24	Department of Systems Biology, Columbia University	9606	SRS13705426	GSM5985320	male	69	DU145	missing	missing	ATCC	prostate cancer	Leucovorin	HTB-81
SAMN27110110	27110110	du145_DU145PS2B_D02_UNTREATED__24	Department of Systems Biology, Columbia University	9606	SRS13705425	GSM5985319	male	69	DU145	missing	missing	ATCC	prostate cancer	UNTREATED	HTB-81
SAMN27110111	27110111	du145_DU145PS2B_D01_Thiotepa_3.5_24	Department of Systems Biology, Columbia University	9606	SRS13705424	GSM5985318	male	69	DU145	missing	missing	ATCC	prostate cancer	Thiotepa	HTB-81
